provinsi,kabkota,nama,kode_wilayah,total_pd,total_pd_laki,total_pd_perempuan,tk_pd,tk_pd_laki,tk_pd_perempuan,kb_pd,kb_pd_laki,kb_pd_perempuan,tpa_pd,tpa_pd_laki,tpa_pd_perempuan,sps_pd,sps_pd_laki,sps_pd_perempuan,pkbm_pd,pkbm_pd_laki,pkbm_pd_perempuan,skb_pd,skb_pd_laki,skb_pd_perempuan,sma_pd,sma_pd_laki,sma_pd_perempuan,smk_pd,smk_pd_laki,smk_pd_perempuan,slb_pd,slb_pd_laki,slb_pd_perempuan,sd_pd,sd_pd_laki,sd_pd_perempuan,smp_pd,smp_pd_laki,smp_pd_perempuan
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Alor Barat Laut,240606,5005,2612,2393,327,163,164,509,272,237,0,0,0,0,0,0,400,238,162,0,0,0,339,184,155,264,107,157,0,0,0,2148,1116,1032,1018,532,486
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Alor Tengah Utara,240609,3755,1994,1761,166,81,85,255,124,131,0,0,0,0,0,0,0,0,0,0,0,0,290,127,163,510,379,131,147,82,65,1751,893,858,636,308,328
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Pantar Tengah,240613,3120,1615,1505,37,15,22,288,149,139,0,0,0,0,0,0,254,155,99,0,0,0,225,115,110,133,67,66,35,19,16,1439,733,706,709,362,347
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Pantar Timur,240611,2607,1328,1279,16,9,7,193,108,85,0,0,0,32,16,16,0,0,0,0,0,0,246,125,121,108,61,47,0,0,0,1480,740,740,532,269,263
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Alor Timur,240604,2504,1310,1194,76,48,28,131,66,65,0,0,0,0,0,0,283,162,121,0,0,0,242,110,132,72,36,36,0,0,0,1180,629,551,520,259,261
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Alor Timur Laut,240608,2483,1257,1226,110,48,62,156,77,79,0,0,0,0,0,0,156,104,52,0,0,0,145,59,86,129,70,59,0,0,0,1313,675,638,474,224,250
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Kabola,240616,2479,1344,1135,131,74,57,112,60,52,0,0,0,0,0,0,143,89,54,423,268,155,226,100,126,0,0,0,0,0,0,1082,556,526,362,197,165
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Alor Selatan,240603,2366,1169,1197,146,65,81,46,27,19,0,0,0,0,0,0,0,0,0,0,0,0,211,91,120,39,21,18,0,0,0,1381,700,681,543,265,278
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Pantar,240607,2171,1131,1040,82,48,34,150,72,78,0,0,0,0,0,0,0,0,0,0,0,0,371,178,193,24,14,10,0,0,0,1013,543,470,531,276,255
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Mataru,240614,1803,900,903,42,25,17,148,80,68,0,0,0,0,0,0,0,0,0,0,0,0,67,33,34,0,0,0,0,0,0,1099,550,549,447,212,235
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Abad Selatan,240619,1469,747,722,32,19,13,74,38,36,0,0,0,0,0,0,0,0,0,0,0,0,181,81,100,0,0,0,0,0,0,863,458,405,319,151,168
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Pulau Pura,240617,1377,763,614,18,11,7,76,37,39,0,0,0,17,6,11,252,165,87,0,0,0,127,79,48,0,0,0,0,0,0,662,338,324,225,127,98
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Pantar Barat,240610,1325,681,644,46,22,24,71,41,30,0,0,0,0,0,0,0,0,0,0,0,0,271,153,118,0,0,0,0,0,0,690,341,349,247,124,123
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Pantar Barat Laut,240612,1161,612,549,71,36,35,118,68,50,0,0,0,0,0,0,0,0,0,0,0,0,36,17,19,73,34,39,0,0,0,583,319,264,280,138,142
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Lembur,240618,1007,488,519,12,6,6,52,24,28,0,0,0,0,0,0,0,0,0,0,0,0,154,74,80,0,0,0,0,0,0,578,285,293,211,99,112
Prov. Nusa Tenggara Timur,Kab. Alor,Kec. Pureman,240615,804,427,377,0,0,0,13,8,5,0,0,0,0,0,0,90,65,25,0,0,0,65,24,41,0,0,0,0,0,0,482,249,233,154,81,73
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Malaka Tengah,242232,13253,6733,6520,62,22,40,1271,637,634,0,0,0,0,0,0,1078,625,453,0,0,0,2284,999,1285,815,474,341,0,0,0,4989,2579,2410,2754,1397,1357
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Wewiku,242222,6651,3494,3157,0,0,0,856,448,408,0,0,0,0,0,0,368,232,136,0,0,0,1400,662,738,67,46,21,0,0,0,2590,1364,1226,1370,742,628
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Malaka Barat,242221,6537,3234,3303,23,12,11,1004,483,521,0,0,0,0,0,0,344,197,147,0,0,0,972,434,538,0,0,0,0,0,0,2909,1512,1397,1285,596,689
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Weliman,242223,5192,2695,2497,24,11,13,557,275,282,0,0,0,0,0,0,261,72,189,0,0,0,609,305,304,0,0,0,42,26,16,2740,1495,1245,959,511,448
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Kobalima,242230,4129,2115,2014,30,11,19,351,174,177,0,0,0,0,0,0,94,60,34,0,0,0,466,201,265,204,124,80,0,0,0,2270,1185,1085,714,360,354
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Rinhat,242224,3784,1895,1889,0,0,0,472,244,228,0,0,0,0,0,0,0,0,0,0,0,0,318,124,194,0,0,0,0,0,0,2150,1132,1018,844,395,449
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Laenmanen,242227,3430,1766,1664,0,0,0,567,282,285,0,0,0,0,0,0,22,10,12,0,0,0,163,81,82,0,0,0,0,0,0,1925,1022,903,753,371,382
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Malaka Timur,242228,3040,1582,1458,96,43,53,329,178,151,0,0,0,0,0,0,188,115,73,0,0,0,410,201,209,0,0,0,0,0,0,1443,780,663,574,265,309
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Sasitamean,242226,2235,1093,1142,28,10,18,265,128,137,0,0,0,0,0,0,0,0,0,0,0,0,225,91,134,228,127,101,0,0,0,1077,536,541,412,201,211
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Io Kufeu,242225,2024,1027,997,14,7,7,255,122,133,0,0,0,0,0,0,38,23,15,0,0,0,63,19,44,0,0,0,0,0,0,1150,613,537,504,243,261
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Kobalima Timur,242229,1619,827,792,0,0,0,195,86,109,0,0,0,0,0,0,0,0,0,0,0,0,134,78,56,0,0,0,0,0,0,791,389,402,499,274,225
Prov. Nusa Tenggara Timur,Kab. Malaka,Kec. Botin Leobele,242231,963,489,474,0,0,0,103,60,43,0,0,0,0,0,0,0,0,0,0,0,0,27,8,19,0,0,0,0,0,0,613,312,301,220,109,111
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Lobalain,241506,9520,5036,4484,412,214,198,382,187,195,35,18,17,0,0,0,510,331,179,0,0,0,1893,904,989,568,380,188,86,47,39,3773,2006,1767,1861,949,912
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Rote Barat Laut,241505,7529,3985,3544,105,40,65,596,308,288,0,0,0,0,0,0,0,0,0,1374,892,482,1181,516,665,42,19,23,0,0,0,2929,1561,1368,1302,649,653
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Rote Barat Daya,241504,6787,3586,3201,219,100,119,304,157,147,0,0,0,0,0,0,578,375,203,0,0,0,1163,573,590,73,19,54,0,0,0,3145,1703,1442,1305,659,646
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Pantai Baru,241508,3861,2028,1833,169,88,81,201,105,96,0,0,0,0,0,0,189,120,69,0,0,0,629,325,304,107,52,55,0,0,0,1721,903,818,845,435,410
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Rote Timur,241509,3582,1826,1756,229,101,128,120,68,52,0,0,0,0,0,0,0,0,0,0,0,0,756,364,392,0,0,0,42,27,15,1681,894,787,754,372,382
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Rote Barat,241510,3170,1659,1511,270,137,133,145,67,78,0,0,0,0,0,0,0,0,0,0,0,0,498,261,237,224,112,112,0,0,0,1262,680,582,771,402,369
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Rote Selatan,241511,1951,1004,947,109,51,58,67,35,32,0,0,0,0,0,0,0,0,0,0,0,0,547,298,249,0,0,0,0,0,0,707,340,367,521,280,241
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Rote Tengah,241507,1800,946,854,69,35,34,184,90,94,0,0,0,0,0,0,0,0,0,0,0,0,314,152,162,0,0,0,0,0,0,884,485,399,349,184,165
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Loaholu,241515,1203,610,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,379,363,461,231,230
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Landu Leko,241513,1093,531,562,0,0,0,148,70,78,0,0,0,0,0,0,0,0,0,0,0,0,32,20,12,0,0,0,0,0,0,628,296,332,285,145,140
Prov. Nusa Tenggara Timur,Kab. Rote Ndao,Kec. Ndao Nuse,241512,703,360,343,42,19,23,43,26,17,0,0,0,0,0,0,0,0,0,0,0,0,122,57,65,0,0,0,0,0,0,368,195,173,128,63,65
Prov. Nusa Tenggara Timur,Kab. Sumba Barat,Kec. Kota Waikabubak,241306,10980,5543,5437,726,384,342,700,358,342,0,0,0,0,0,0,0,0,0,0,0,0,2585,1214,1371,701,357,344,0,0,0,3883,2043,1840,2385,1187,1198
Prov. Nusa Tenggara Timur,Kab. Sumba Barat,Kec. Loli,241305,8619,4450,4169,420,201,219,836,407,429,0,0,0,0,0,0,118,70,48,0,0,0,1010,484,526,497,270,227,119,64,55,3950,2058,1892,1669,896,773
Prov. Nusa Tenggara Timur,Kab. Sumba Barat,Kec. Lamboya,241311,6727,3405,3322,378,186,192,503,265,238,0,0,0,0,0,0,243,133,110,0,0,0,878,445,433,719,333,386,0,0,0,2589,1375,1214,1417,668,749
Prov. Nusa Tenggara Timur,Kab. Sumba Barat,Kec. Tana Righu,241318,6095,3128,2967,187,83,104,826,418,408,0,0,0,0,0,0,0,0,0,0,0,0,904,430,474,98,54,44,0,0,0,2806,1484,1322,1274,659,615
Prov. Nusa Tenggara Timur,Kab. Sumba Barat,Kec. Wanokaka,241310,4929,2618,2311,206,117,89,618,344,274,0,0,0,0,0,0,211,125,86,0,0,0,479,232,247,201,120,81,0,0,0,2177,1151,1026,1037,529,508
Prov. Nusa Tenggara Timur,Kab. Sumba Barat,Kec. Laboya Barat,241319,1944,1046,898,89,41,48,209,116,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,74,70,0,0,0,1190,664,526,312,151,161
Prov. Nusa Tenggara Timur,Kab. Nagekeo,Kec. Aesesa,241701,11708,6179,5529,822,461,361,23,9,14,0,0,0,0,0,0,480,337,143,58,46,12,2311,985,1326,811,595,216,62,35,27,4843,2545,2298,2298,1166,1132
Prov. Nusa Tenggara Timur,Kab. Nagekeo,Kec. Boawae,241702,10559,5354,5205,897,460,437,95,49,46,0,0,0,0,0,0,0,0,0,0,0,0,2211,966,1245,492,316,176,0,0,0,4206,2214,1992,2658,1349,1309
Prov. Nusa Tenggara Timur,Kab. Nagekeo,Kec. Mauponggo,241704,4333,2274,2059,430,221,209,129,66,63,0,0,0,17,12,5,0,0,0,0,0,0,464,236,228,0,0,0,0,0,0,2303,1204,1099,990,535,455
Prov. Nusa Tenggara Timur,Kab. Nagekeo,Kec. Nangaroro,241705,4207,2204,2003,472,238,234,56,31,25,0,0,0,0,0,0,0,0,0,0,0,0,197,98,99,239,132,107,0,0,0,2169,1150,1019,1074,555,519
Prov. Nusa Tenggara Timur,Kab. Nagekeo,Kec. Keo Tengah,241703,2864,1442,1422,274,135,139,76,45,31,0,0,0,0,0,0,0,0,0,0,0,0,404,199,205,0,0,0,0,0,0,1536,770,766,574,293,281
Prov. Nusa Tenggara Timur,Kab. Nagekeo,Kec. Aesesa Selatan,241708,1579,823,756,168,87,81,107,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,94,41,0,0,0,835,427,408,334,159,175
Prov. Nusa Tenggara Timur,Kab. Nagekeo,Kec. Wolowae,241706,1254,671,583,204,115,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,120,121,0,0,0,0,0,0,627,337,290,182,99,83
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Bajawa,241002,11200,5624,5576,638,330,308,26,14,12,0,0,0,0,0,0,0,0,0,0,0,0,2691,977,1714,1023,830,193,78,43,35,4064,2068,1996,2680,1362,1318
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Golewa,241003,5062,2808,2254,306,153,153,43,25,18,0,0,0,0,0,0,466,313,153,0,0,0,992,581,411,52,20,32,0,0,0,1847,939,908,1356,777,579
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Soa,241013,3604,1855,1749,274,161,113,96,41,55,0,0,0,0,0,0,0,0,0,0,0,0,900,430,470,112,75,37,17,12,5,1439,743,696,766,393,373
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Aimere,241001,2945,1622,1323,119,57,62,124,76,48,0,0,0,0,0,0,0,0,0,204,131,73,588,262,326,280,207,73,0,0,0,1071,592,479,559,297,262
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Riung,241008,2840,1480,1360,242,125,117,52,23,29,0,0,0,0,0,0,0,0,0,0,0,0,273,147,126,155,86,69,0,0,0,1507,775,732,611,324,287
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Golewa Barat,241004,2431,1182,1249,76,36,40,98,43,55,0,0,0,0,0,0,0,0,0,0,0,0,564,240,324,35,17,18,0,0,0,1229,634,595,429,212,217
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Golewa Selatan,241019,2087,1061,1026,90,40,50,144,75,69,0,0,0,0,0,0,0,0,0,0,0,0,154,70,84,0,0,0,0,0,0,1172,596,576,527,280,247
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Riung Barat,241012,1979,1009,970,77,30,47,69,37,32,0,0,0,0,0,0,0,0,0,0,0,0,304,130,174,72,41,31,0,0,0,1057,559,498,400,212,188
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Bajawa Utara,241007,1893,1042,851,192,93,99,57,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,107,33,0,0,0,1070,590,480,434,227,207
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Inerie,241018,1500,778,722,181,89,92,49,30,19,0,0,0,0,0,0,0,0,0,0,0,0,103,49,54,34,30,4,0,0,0,741,373,368,392,207,185
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Jerebuu,241015,1445,774,671,137,75,62,51,28,23,0,0,0,0,0,0,0,0,0,0,0,0,181,98,83,105,58,47,0,0,0,670,358,312,301,157,144
Prov. Nusa Tenggara Timur,Kab. Ngada,Kec. Riung Selatan (Wolomeze),241017,1178,612,566,63,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,38,41,36,18,18,0,0,0,702,374,328,298,146,152
Prov. Nusa Tenggara Timur,Kab. Lembata,Kec. Nubatukan,241405,12671,6520,6151,575,289,286,126,66,60,40,21,19,23,15,8,424,246,178,247,160,87,2819,1258,1561,1111,721,390,85,47,38,4413,2282,2131,2808,1415,1393
Prov. Nusa Tenggara Timur,Kab. Lembata,Kec. Omesuri,241406,3310,1745,1565,339,177,162,166,87,79,0,0,0,0,0,0,0,0,0,0,0,0,257,135,122,83,43,40,0,0,0,1585,854,731,880,449,431
Prov. Nusa Tenggara Timur,Kab. Lembata,Kec. Buyasuri,241407,3143,1634,1509,254,124,130,31,17,14,0,0,0,0,0,0,0,0,0,0,0,0,334,159,175,178,109,69,0,0,0,1662,877,785,684,348,336
Prov. Nusa Tenggara Timur,Kab. Lembata,Kec. Ile Ape,241403,2631,1438,1193,278,142,136,103,48,55,0,0,0,0,0,0,0,0,0,0,0,0,293,161,132,279,191,88,0,0,0,1171,620,551,507,276,231
Prov. Nusa Tenggara Timur,Kab. Lembata,Kec. Naga Wutung,241401,2297,1151,1146,231,119,112,68,28,40,0,0,0,0,0,0,0,0,0,0,0,0,245,106,139,81,35,46,12,10,2,1104,589,515,556,264,292
Prov. Nusa Tenggara Timur,Kab. Lembata,Kec. Lebatukan,241404,1936,1001,935,262,141,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,115,97,0,0,0,0,0,0,978,493,485,484,252,232
Prov. Nusa Tenggara Timur,Kab. Lembata,Kec. Wulandoni,241408,1873,956,917,189,102,87,20,13,7,0,0,0,0,0,0,0,0,0,0,0,0,145,55,90,83,42,41,0,0,0,956,502,454,480,242,238
Prov. Nusa Tenggara Timur,Kab. Lembata,Kec. Atadei,241402,1227,608,619,74,38,36,26,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,35,24,0,0,0,737,373,364,331,153,178
Prov. Nusa Tenggara Timur,Kab. Lembata,Kec. Ile Ape Timur,241409,1112,595,517,137,72,65,23,11,12,0,0,0,0,0,0,0,0,0,0,0,0,105,53,52,0,0,0,0,0,0,561,303,258,286,156,130
Prov. Nusa Tenggara Timur,Kab. Sumba Tengah,Kec. Umbu Ratu Nggay Barat,241804,4984,2627,2357,257,120,137,349,181,168,0,0,0,0,0,0,0,0,0,687,383,304,416,222,194,403,234,169,0,0,0,2175,1136,1039,697,351,346
Prov. Nusa Tenggara Timur,Kab. Sumba Tengah,Kec. Mamboro,241802,4847,2544,2303,206,99,107,476,247,229,0,0,0,83,39,44,152,84,68,0,0,0,265,126,139,458,248,210,0,0,0,2232,1193,1039,975,508,467
Prov. Nusa Tenggara Timur,Kab. Sumba Tengah,Kec. Katiku Tana,241801,4183,2106,2077,256,130,126,162,73,89,0,0,0,23,14,9,0,0,0,0,0,0,1130,506,624,0,0,0,0,0,0,1450,767,683,1162,616,546
Prov. Nusa Tenggara Timur,Kab. Sumba Tengah,Kec. Katiku Tana Selatan,241805,3604,1811,1793,173,92,81,220,103,117,0,0,0,136,63,73,200,100,100,0,0,0,715,327,388,0,0,0,72,42,30,1510,753,757,578,331,247
Prov. Nusa Tenggara Timur,Kab. Sumba Tengah,Kec. Umbu Ratu Nggay,241803,2707,1402,1305,92,46,46,223,113,110,0,0,0,57,29,28,0,0,0,0,0,0,163,83,80,86,49,37,0,0,0,1339,677,662,747,405,342
Prov. Nusa Tenggara Timur,Kab. Sumba Tengah,Kec. Umbu Ratu Nggay Tengah,241806,2107,1098,1009,33,17,16,136,72,64,0,0,0,0,0,0,0,0,0,0,0,0,222,108,114,111,56,55,0,0,0,1028,531,497,577,314,263
Prov. Nusa Tenggara Timur,Kab. Sabu Raijua,Kec. Sabu Barat,242115,10592,5486,5106,275,125,150,864,451,413,0,0,0,138,65,73,344,204,140,203,104,99,1526,735,791,534,330,204,0,0,0,4519,2346,2173,2189,1126,1063
Prov. Nusa Tenggara Timur,Kab. Sabu Raijua,Kec. Hawu Mehara,242111,5632,2885,2747,79,46,33,544,279,265,0,0,0,16,6,10,0,0,0,0,0,0,1077,543,534,66,36,30,0,0,0,2510,1311,1199,1340,664,676
Prov. Nusa Tenggara Timur,Kab. Sabu Raijua,Kec. Sabu Liae,242114,3112,1574,1538,0,0,0,393,216,177,0,0,0,36,19,17,0,0,0,0,0,0,692,356,336,0,0,0,0,0,0,1266,635,631,725,348,377
Prov. Nusa Tenggara Timur,Kab. Sabu Raijua,Kec. Raijua,242113,2764,1394,1370,27,8,19,275,142,133,0,0,0,0,0,0,0,0,0,0,0,0,527,248,279,0,0,0,0,0,0,1301,684,617,634,312,322
Prov. Nusa Tenggara Timur,Kab. Sabu Raijua,Kec. Sabu Tengah,242112,2741,1397,1344,18,7,11,413,214,199,0,0,0,26,14,12,0,0,0,0,0,0,382,192,190,0,0,0,28,16,12,1342,682,660,532,272,260
Prov. Nusa Tenggara Timur,Kab. Sabu Raijua,Kec. Sabu Timur,242116,2531,1279,1252,28,13,15,314,160,154,0,0,0,57,33,24,14,8,6,0,0,0,570,277,293,0,0,0,0,0,0,970,490,480,578,298,280
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Pasaman,081305,20796,10468,10328,1375,703,672,99,63,36,30,19,11,0,0,0,1050,750,300,0,0,0,2965,1270,1695,1232,577,655,89,52,37,10037,5203,4834,3919,1831,2088
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Kinali,081306,14684,7589,7095,712,363,349,82,47,35,0,0,0,0,0,0,18,9,9,140,107,33,1457,611,846,1071,630,441,34,23,11,8512,4476,4036,2658,1323,1335
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Lembah Melintang,081303,10691,5544,5147,1391,728,663,60,27,33,0,0,0,0,0,0,368,269,99,0,0,0,1143,409,734,1246,774,472,8,7,1,4876,2513,2363,1599,817,782
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Luhak Nan Duo,081309,9666,4993,4673,607,320,287,6,1,5,0,0,0,0,0,0,472,334,138,0,0,0,1007,501,506,503,232,271,24,16,8,5132,2643,2489,1915,946,969
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Sungai Aur,081311,8021,4254,3767,974,496,478,67,37,30,0,0,0,0,0,0,467,376,91,0,0,0,457,189,268,266,194,72,53,32,21,4704,2410,2294,1033,520,513
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Koto Balingka,081308,6630,3539,3091,971,512,459,0,0,0,0,0,0,0,0,0,282,218,64,0,0,0,557,236,321,282,213,69,0,0,0,3908,2030,1878,630,330,300
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Ranah Batahan,081302,6143,3119,3024,672,331,341,0,0,0,0,0,0,0,0,0,132,96,36,0,0,0,963,389,574,262,185,77,0,0,0,3575,1844,1731,539,274,265
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Sungai Beremas,081301,6008,3159,2849,816,404,412,150,80,70,0,0,0,0,0,0,0,0,0,0,0,0,229,124,105,57,35,22,0,0,0,3698,1949,1749,1058,567,491
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Talamau,081307,5822,3140,2682,367,183,184,73,38,35,0,0,0,0,0,0,713,480,233,0,0,0,588,264,324,263,179,84,17,10,7,2989,1567,1422,812,419,393
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Gunung Tuleh,081304,5548,2969,2579,673,356,317,38,22,16,0,0,0,0,0,0,236,198,38,0,0,0,576,259,317,525,295,230,0,0,0,2815,1471,1344,685,368,317
Prov. Sumatera Barat,Kab. Pasaman Barat,Kec. Sasak Ranah Pesisir,081310,3005,1638,1367,256,120,136,0,0,0,0,0,0,0,0,0,96,73,23,0,0,0,102,65,37,281,200,81,0,0,0,1774,933,841,496,247,249
Prov. Sumatera Barat,Kab. Agam,Kec. Lubuk Basung,080102,19288,9875,9413,1284,644,640,124,62,62,0,0,0,0,0,0,623,435,188,0,0,0,2589,1016,1573,2291,1314,977,116,70,46,8759,4547,4212,3502,1787,1715
Prov. Sumatera Barat,Kab. Agam,Kec. Ampek Angkek,080117,9070,4558,4512,874,460,414,0,0,0,26,17,9,0,0,0,199,99,100,0,0,0,1071,436,635,886,343,543,110,77,33,4658,2488,2170,1246,638,608
Prov. Sumatera Barat,Kab. Agam,Kec. Tanjung Raya,080103,6934,3586,3348,601,303,298,128,73,55,0,0,0,31,18,13,40,31,9,0,0,0,946,378,568,705,504,201,22,15,7,3612,1828,1784,849,436,413
Prov. Sumatera Barat,Kab. Agam,Kec. Tanjung Mutiara,080101,6764,3454,3310,395,199,196,242,123,119,0,0,0,0,0,0,43,37,6,0,0,0,1005,388,617,191,133,58,0,0,0,3869,2029,1840,1019,545,474
Prov. Sumatera Barat,Kab. Agam,Kec. Banuhampu,080116,6460,3340,3120,745,370,375,1,1,0,0,0,0,0,0,0,574,416,158,0,0,0,815,325,490,0,0,0,16,13,3,3409,1754,1655,900,461,439
Prov. Sumatera Barat,Kab. Agam,Kec. Ampek Nagari,080119,6453,3259,3194,468,241,227,16,7,9,0,0,0,0,0,0,164,121,43,0,0,0,594,226,368,353,218,135,0,0,0,3583,1830,1753,1275,616,659
Prov. Sumatera Barat,Kab. Agam,Kec. Tilatang Kamang,080109,6380,3409,2971,394,212,182,1,1,0,0,0,0,10,7,3,311,256,55,0,0,0,1049,405,644,411,331,80,29,21,8,2762,1419,1343,1413,757,656
Prov. Sumatera Barat,Kab. Agam,Kec. Palembayan,080110,6077,3209,2868,606,330,276,208,109,99,0,0,0,68,41,27,0,0,0,0,0,0,513,221,292,265,211,54,0,0,0,3451,1809,1642,966,488,478
Prov. Sumatera Barat,Kab. Agam,Kec. Baso,080108,5759,3113,2646,473,259,214,131,78,53,0,0,0,121,61,60,147,126,21,0,0,0,717,277,440,496,335,161,82,59,23,3078,1619,1459,514,299,215
Prov. Sumatera Barat,Kab. Agam,Kec. Sungai Pua,080113,3839,2088,1751,301,171,130,0,0,0,0,0,0,12,4,8,16,15,1,0,0,0,257,125,132,0,0,0,0,0,0,2659,1435,1224,594,338,256
Prov. Sumatera Barat,Kab. Agam,Kec. IV Koto,080105,3680,1932,1748,353,174,179,62,30,32,0,0,0,0,0,0,232,175,57,0,0,0,453,228,225,0,0,0,0,0,0,2218,1127,1091,362,198,164
Prov. Sumatera Barat,Kab. Agam,Kec. Candung,080114,3161,1690,1471,390,198,192,109,58,51,0,0,0,23,14,9,0,0,0,247,196,51,218,96,122,0,0,0,37,27,10,1647,824,823,490,277,213
Prov. Sumatera Barat,Kab. Agam,Kec. Kamang Magek,080115,2739,1378,1361,346,189,157,0,0,0,0,0,0,0,0,0,312,126,186,0,0,0,237,92,145,10,8,2,6,4,2,1563,807,756,265,152,113
Prov. Sumatera Barat,Kab. Agam,Kec. Matur,080104,2694,1402,1292,302,158,144,0,0,0,0,0,0,13,8,5,18,16,2,0,0,0,370,145,225,311,192,119,38,22,16,1429,728,701,213,133,80
Prov. Sumatera Barat,Kab. Agam,Kec. Palupuh,080111,2401,1268,1133,174,87,87,77,41,36,0,0,0,0,0,0,81,69,12,0,0,0,228,89,139,0,0,0,0,0,0,1350,710,640,491,272,219
Prov. Sumatera Barat,Kab. Agam,Kec. Malalak,080118,1380,690,690,122,61,61,115,54,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,16,0,0,0,856,423,433,260,141,119
Prov. Sumatera Barat,Kab. Solok,Kec. Lembah Gumanti,080405,14510,7408,7102,1208,625,583,357,171,186,0,0,0,0,0,0,1081,753,328,0,0,0,837,363,474,795,269,526,51,21,30,7964,4143,3821,2217,1063,1154
Prov. Sumatera Barat,Kab. Solok,Kec. Gunung Talang,080408,14387,7325,7062,876,448,428,498,231,267,20,11,9,0,0,0,487,359,128,0,0,0,2239,938,1301,1059,602,457,22,11,11,5989,3137,2852,3197,1588,1609
Prov. Sumatera Barat,Kab. Solok,Kec. Kubung,080410,10428,5528,4900,746,402,344,427,200,227,0,0,0,0,0,0,594,470,124,0,0,0,1059,408,651,77,45,32,75,36,39,6096,3246,2850,1354,721,633
